date,Россия,Великобритания,США,Германия,Индия,Южная Корея,Бразилия
2025-02-25,758.5714285714286,143.71428571428572,0.0,0.42857142857142855,0.0,0.0,2381.0
2025-02-26,758.5714285714286,143.71428571428572,0.0,0.42857142857142855,0.0,0.0,2381.0
2025-02-27,758.5714285714286,143.71428571428572,0.0,0.42857142857142855,0.0,0.0,2381.0
2025-02-28,758.5714285714286,143.71428571428572,0.0,0.42857142857142855,0.0,0.0,2381.0
2025-03-01,758.5714285714286,143.71428571428572,0.0,0.42857142857142855,0.0,0.0,2381.0
2025-03-02,758.5714285714286,143.71428571428572,0.0,0.42857142857142855,0.0,0.0,2381.0
2025-03-03,654.8571428571429,149.85714285714286,0.0,0.14285714285714285,1.0,0.0,2381.0
2025-03-04,654.8571428571429,149.85714285714286,0.0,0.14285714285714285,1.0,0.0,1670.7142857142858
2025-03-05,654.8571428571429,149.85714285714286,0.0,0.14285714285714285,1.0,0.0,1670.7142857142858
2025-03-06,654.8571428571429,149.85714285714286,0.0,0.14285714285714285,1.0,0.0,1670.7142857142858
2025-03-07,654.8571428571429,149.85714285714286,0.0,0.14285714285714285,1.0,0.0,1670.7142857142858
2025-03-08,654.8571428571429,149.85714285714286,0.0,0.14285714285714285,1.0,0.0,1670.7142857142858
2025-03-09,654.8571428571429,149.85714285714286,0.0,0.14285714285714285,1.0,0.0,1670.7142857142858
2025-03-10,560.5714285714286,150.0,0.0,0.0,1.0,0.0,1670.7142857142858
2025-03-11,560.5714285714286,150.0,0.0,0.0,1.0,0.0,1205.4285714285713
2025-03-12,560.5714285714286,150.0,0.0,0.0,1.0,0.0,1205.4285714285713
2025-03-13,560.5714285714286,150.0,0.0,0.0,1.0,0.0,1205.4285714285713
2025-03-14,560.5714285714286,150.0,0.0,0.0,1.0,0.0,1205.4285714285713
2025-03-15,560.5714285714286,150.0,0.0,0.0,1.0,0.0,1205.4285714285713
2025-03-16,560.5714285714286,150.0,0.0,0.0,1.0,0.0,1205.4285714285713
2025-03-17,0.0,178.71428571428572,0.0,0.14285714285714285,0.8571428571428571,0.0,1205.4285714285713
2025-03-18,0.0,178.71428571428572,0.0,0.14285714285714285,0.8571428571428571,0.0,795.2857142857143
2025-03-19,0.0,178.71428571428572,0.0,0.14285714285714285,0.8571428571428571,0.0,795.2857142857143
2025-03-20,0.0,178.71428571428572,0.0,0.14285714285714285,0.8571428571428571,0.0,795.2857142857143
2025-03-21,0.0,178.71428571428572,0.0,0.14285714285714285,0.8571428571428571,0.0,795.2857142857143
2025-03-22,0.0,178.71428571428572,0.0,0.14285714285714285,0.8571428571428571,0.0,795.2857142857143
2025-03-23,0.0,178.71428571428572,0.0,0.14285714285714285,0.8571428571428571,0.0,795.2857142857143
2025-03-24,0.0,173.57142857142858,0.0,0.0,0.0,0.0,795.2857142857143
2025-03-25,0.0,173.57142857142858,0.0,0.0,0.2857142857142857,0.0,565.7142857142857
2025-03-26,0.0,173.57142857142858,0.0,0.0,0.2857142857142857,0.0,565.7142857142857
2025-03-27,0.0,173.57142857142858,0.0,0.0,0.2857142857142857,0.0,565.7142857142857
2025-03-28,0.0,173.57142857142858,0.0,0.0,0.2857142857142857,0.0,565.7142857142857
2025-03-29,0.0,173.57142857142858,0.0,0.0,0.2857142857142857,0.0,565.7142857142857
2025-03-30,0.0,173.57142857142858,0.0,0.0,0.2857142857142857,0.0,565.7142857142857
2025-03-31,0.0,187.28571428571428,0.0,0.14285714285714285,1.2857142857142858,0.0,565.7142857142857
2025-04-01,0.0,187.28571428571428,0.0,0.14285714285714285,1.0,0.0,471.14285714285717
2025-04-02,0.0,187.28571428571428,0.0,0.14285714285714285,1.0,0.0,471.14285714285717
2025-04-03,0.0,187.28571428571428,0.0,0.14285714285714285,1.0,0.0,471.14285714285717
2025-04-04,0.0,187.28571428571428,0.0,0.14285714285714285,1.0,0.0,471.14285714285717
2025-04-05,0.0,187.28571428571428,0.0,0.14285714285714285,1.0,0.0,471.14285714285717
2025-04-06,0.0,187.28571428571428,0.0,0.14285714285714285,1.0,0.0,471.14285714285717
2025-04-07,0.0,191.0,0.0,0.0,1.1428571428571428,0.0,471.14285714285717
2025-04-08,0.0,191.0,0.0,0.0,1.1428571428571428,0.0,391.2857142857143
2025-04-09,0.0,191.0,0.0,0.0,1.1428571428571428,0.0,391.2857142857143
2025-04-10,0.0,191.0,0.0,0.0,1.1428571428571428,0.0,391.2857142857143
2025-04-11,0.0,191.0,0.0,0.0,1.1428571428571428,0.0,391.2857142857143
2025-04-12,0.0,191.0,0.0,0.0,1.1428571428571428,0.0,391.2857142857143
2025-04-13,0.0,191.0,0.0,0.0,1.1428571428571428,0.0,391.2857142857143
2025-04-14,0.0,179.42857142857142,0.0,0.0,1.5714285714285714,0.0,391.2857142857143
2025-04-15,0.0,179.42857142857142,0.0,0.0,1.5714285714285714,0.0,302.57142857142856
2025-04-16,0.0,179.42857142857142,0.0,0.0,1.5714285714285714,0.0,302.57142857142856
2025-04-17,0.0,179.42857142857142,0.0,0.0,1.5714285714285714,0.0,302.57142857142856
2025-04-18,0.0,179.42857142857142,0.0,0.0,1.5714285714285714,0.0,302.57142857142856
2025-04-19,0.0,179.42857142857142,0.0,0.0,1.5714285714285714,0.0,302.57142857142856
2025-04-20,0.0,179.42857142857142,0.0,0.0,1.5714285714285714,0.0,302.57142857142856
2025-04-21,0.0,195.14285714285714,0.0,0.14285714285714285,0.8571428571428571,0.0,302.57142857142856
2025-04-22,0.0,195.14285714285714,0.0,0.14285714285714285,0.8571428571428571,0.0,363.0
2025-04-23,0.0,195.14285714285714,0.0,0.14285714285714285,0.8571428571428571,0.0,363.0
2025-04-24,0.0,195.14285714285714,0.0,0.14285714285714285,0.8571428571428571,0.0,363.0
2025-04-25,0.0,195.14285714285714,0.0,0.14285714285714285,0.8571428571428571,0.0,363.0
2025-04-26,0.0,195.14285714285714,0.0,0.14285714285714285,0.8571428571428571,0.0,363.0
2025-04-27,0.0,195.14285714285714,0.0,0.14285714285714285,0.8571428571428571,0.0,363.0
2025-04-28,0.0,199.42857142857142,0.0,0.0,11.857142857142858,0.0,363.0
2025-04-29,0.0,199.42857142857142,0.0,0.0,11.857142857142858,0.0,343.42857142857144
2025-04-30,0.0,199.42857142857142,0.0,0.0,11.857142857142858,0.0,343.42857142857144
2025-05-01,0.0,199.42857142857142,0.0,0.0,11.857142857142858,0.0,343.42857142857144
2025-05-02,0.0,199.42857142857142,0.0,0.0,11.857142857142858,0.0,343.42857142857144
2025-05-03,0.0,199.42857142857142,0.0,0.0,11.857142857142858,0.0,343.42857142857144
2025-05-04,0.0,199.42857142857142,0.0,0.0,11.857142857142858,0.0,343.42857142857144
2025-05-05,0.0,167.28571428571428,0.0,0.0,5.0,0.0,343.42857142857144
2025-05-06,0.0,167.28571428571428,0.0,0.0,5.0,0.0,435.85714285714283
2025-05-07,0.0,167.28571428571428,0.0,0.0,5.0,0.0,435.85714285714283
2025-05-08,0.0,167.28571428571428,0.0,0.0,5.0,0.0,435.85714285714283
2025-05-09,0.0,167.28571428571428,0.0,0.0,5.0,0.0,435.85714285714283
2025-05-10,0.0,167.28571428571428,0.0,0.0,5.0,0.0,435.85714285714283
2025-05-11,0.0,167.28571428571428,0.0,0.0,5.0,0.0,435.85714285714283
2025-05-12,0.0,175.57142857142858,0.0,0.0,14.285714285714286,0.0,435.85714285714283
2025-05-13,0.0,175.57142857142858,0.0,0.0,14.285714285714286,0.0,453.57142857142856
2025-05-14,0.0,175.57142857142858,0.0,0.0,14.285714285714286,0.0,453.57142857142856
2025-05-15,0.0,175.57142857142858,0.0,0.0,14.285714285714286,0.0,453.57142857142856
2025-05-16,0.0,175.57142857142858,0.0,0.0,14.285714285714286,0.0,453.57142857142856
2025-05-17,0.0,175.57142857142858,0.0,0.0,14.285714285714286,0.0,453.57142857142856
2025-05-18,0.0,175.57142857142858,0.0,0.0,14.285714285714286,0.0,453.57142857142856
2025-05-19,0.0,184.28571428571428,0.0,0.0,39.57142857142857,0.0,453.57142857142856
2025-05-20,0.0,184.28571428571428,0.0,0.0,39.57142857142857,0.0,478.14285714285717
2025-05-21,0.0,184.28571428571428,0.0,0.0,39.57142857142857,0.0,478.14285714285717
2025-05-22,0.0,184.28571428571428,0.0,0.0,39.57142857142857,0.0,478.14285714285717
2025-05-23,0.0,184.28571428571428,0.0,0.0,39.57142857142857,0.0,478.14285714285717
2025-05-24,0.0,184.28571428571428,0.0,0.0,39.57142857142857,0.0,478.14285714285717
2025-05-25,0.0,184.28571428571428,0.0,0.0,39.57142857142857,0.0,478.14285714285717
2025-05-26,0.0,198.71428571428572,0.0,0.0,152.0,0.0,478.14285714285717
2025-05-27,0.0,198.71428571428572,0.0,0.0,152.0,0.0,388.14285714285717
2025-05-28,0.0,198.71428571428572,0.0,0.0,152.0,0.0,388.14285714285717
2025-05-29,0.0,198.71428571428572,0.0,0.0,152.0,0.0,388.14285714285717
2025-05-30,0.0,198.71428571428572,0.0,0.0,225.0,0.0,388.14285714285717
2025-05-31,0.0,198.71428571428572,0.0,0.0,322.85714285714283,0.0,388.14285714285717
2025-06-01,0.0,198.71428571428572,0.0,0.0,717.8571428571429,0.0,388.14285714285717
2025-06-02,0.0,207.0,0.0,0.14285714285714285,598.0,0.0,388.14285714285717
2025-06-03,0.0,207.0,0.0,0.14285714285714285,645.2857142857143,0.0,381.42857142857144
2025-06-04,0.0,207.0,0.0,0.14285714285714285,727.8571428571429,0.0,381.42857142857144
2025-06-05,0.0,207.0,0.0,0.14285714285714285,800.2857142857143,0.0,381.42857142857144
